                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0072,                0.44824,                0.97679,                0.99716,                0.40743,                0.60698,                0.49765,                 0.8154,                0.30987,                0.89997,              0.0033283,              0.0033283,              0.0033283
                      2,                0.98906,                0.43823,                0.97121,                0.99881,                0.81393,                0.86956,                0.71777,                0.77938,                0.30591,                0.89587,              0.0065297,              0.0065297,              0.0065297
