                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.054,                0.50062,                0.99719,                 0.9969,                0.28542,                0.47544,                0.38354,                0.85679,                0.32429,                0.91282,              0.0033283,              0.0033283,              0.0033283
                      2,                 1.0466,                0.48678,                0.99217,                0.99854,                0.67402,                0.75098,                0.61877,                0.77617,                0.31483,                0.89772,              0.0065297,              0.0065297,              0.0065297
